_id,patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
8689,Orange,2016,24,MULTIPLE SIGNFICANT TRAUMA,831,,
8690,Orange,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,183,,
8691,Orange,2017,0,UNGROUPABLE,6,,
8692,Orange,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",17964,,
8693,Orange,2017,2,"EYE, DISEASES & DISORDERS",310,,
8694,Orange,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",2392,,
8695,Orange,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",19012,,
8696,Orange,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27303,,
8697,Orange,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",22253,,
8698,Orange,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",9004,,
8699,Orange,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",25586,,
8700,Orange,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",5435,,
8701,Orange,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8192,,
8702,Orange,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",10766,,
8703,Orange,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1171,,
8704,Orange,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2985,,
8705,Orange,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",39366,,
8706,Orange,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,37367,,
8707,Orange,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",2591,,
8708,Orange,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2822,,
8709,Orange,2017,18,INFECTIOUS & PARASITIC DISEASES,22351,,
8710,Orange,2017,19,MENTAL DISEASES & DISORDERS,12174,,
8711,Orange,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4155,,
8712,Orange,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3342,,
8713,Orange,2017,22,BURNS,274,,
8714,Orange,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1564,,
8715,Orange,2017,24,MULTIPLE SIGNFICANT TRAUMA,826,,
8716,Orange,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,207,,
8717,Orange,2018,0,UNGROUPABLE,4,,
8718,Orange,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",18015,,
8719,Orange,2018,2,"EYE, DISEASES & DISORDERS",329,,
8720,Orange,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",2367,,
8721,Orange,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",18162,,
8722,Orange,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27299,,
8723,Orange,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",21550,,
8724,Orange,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8904,,
8725,Orange,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",25212,,
8726,Orange,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",5346,,
8727,Orange,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8204,,
8728,Orange,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",10961,,
8729,Orange,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",907,,
8730,Orange,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2658,,
8731,Orange,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",37448,,
8732,Orange,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,37214,,
8733,Orange,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2455,,
8734,Orange,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2864,,
8735,Orange,2018,18,INFECTIOUS & PARASITIC DISEASES,23042,,
8736,Orange,2018,19,MENTAL DISEASES & DISORDERS,12056,,
8737,Orange,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4150,,
8738,Orange,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3374,,
8739,Orange,2018,22,BURNS,239,,
8740,Orange,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1520,,
8741,Orange,2018,24,MULTIPLE SIGNFICANT TRAUMA,814,,
8742,Orange,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,207,,
8743,Orange,2019,0,PRE-MDC,1162,,
8744,Orange,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",17690,,
8745,Orange,2019,2,"EYE, DISEASES & DISORDERS",311,,
8746,Orange,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",2254,,
8747,Orange,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",17338,,
8748,Orange,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27253,,
8749,Orange,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",21673,,
8750,Orange,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8632,,
8751,Orange,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",24728,,
8752,Orange,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4940,,
8753,Orange,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8170,,
8754,Orange,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",11021,,
8755,Orange,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",908,,
8756,Orange,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2512,,
8757,Orange,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",36718,,
8758,Orange,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,36649,,
8759,Orange,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2369,,
8760,Orange,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2750,,
8761,Orange,2019,18,INFECTIOUS & PARASITIC DISEASES,23779,,
8762,Orange,2019,19,MENTAL DISEASES & DISORDERS,12670,,
8763,Orange,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4531,,
8764,Orange,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3460,,
8765,Orange,2019,22,BURNS,241,,
8766,Orange,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1685,,
8767,Orange,2019,24,MULTIPLE SIGNFICANT TRAUMA,801,,
8768,Orange,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,175,,
8769,Orange,2020,0,PRE-MDC,1344,,
8770,Orange,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",15400,,
8771,Orange,2020,2,"EYE, DISEASES & DISORDERS",228,,
8772,Orange,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1522,,
8773,Orange,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",20859,,
8774,Orange,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",21852,,
8775,Orange,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",17910,,
8776,Orange,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",7484,,
8777,Orange,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",18012,,
8778,Orange,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3668,,
8779,Orange,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",7008,,
8780,Orange,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",8936,,
8781,Orange,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",723,,
8782,Orange,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2108,,
8783,Orange,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32594,,
8784,Orange,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,32264,,
8785,Orange,2020,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2059,,
8786,Orange,2020,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2464,,
8787,Orange,2020,18,INFECTIOUS & PARASITIC DISEASES,24495,,
8788,Orange,2020,19,MENTAL DISEASES & DISORDERS,10530,,
8789,Orange,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4496,,
8790,Orange,2020,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3001,,
8791,Orange,2020,22,BURNS,193,,
8792,Orange,2020,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1431,,
8793,Orange,2020,24,MULTIPLE SIGNFICANT TRAUMA,706,,
8794,Orange,2020,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,151,,
8795,Orange,2021,0,PRE-MDC,5,,
8796,Orange,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",16767,,
8797,Orange,2021,2,"EYE, DISEASES & DISORDERS",296,,
8798,Orange,2021,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1717,,
8799,Orange,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",21064,,
8800,Orange,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",23479,,
8801,Orange,2021,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",18972,,
8802,Orange,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8145,,
8803,Orange,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",17733,,
8804,Orange,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3791,,
8805,Orange,2021,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",7613,,
8806,Orange,2021,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",9513,,
8807,Orange,2021,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",745,,
8808,Orange,2021,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2213,,
8809,Orange,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32707,,
8810,Orange,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,31908,,
8811,Orange,2021,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2224,,
8812,Orange,2021,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2745,,
8813,Orange,2021,18,INFECTIOUS & PARASITIC DISEASES,24132,,
8814,Orange,2021,19,MENTAL DISEASES & DISORDERS,10887,,
8815,Orange,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4472,,
8816,Orange,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3295,,
8817,Orange,2021,22,BURNS,198,,
8818,Orange,2021,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1723,,
8819,Orange,2021,24,MULTIPLE SIGNFICANT TRAUMA,818,,
8820,Orange,2021,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,155,,
8821,Orange,2022,0,PRE-MDC,7,,
8822,Orange,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",17140,,
8823,Orange,2022,2,"EYE, DISEASES & DISORDERS",349,,
8824,Orange,2022,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1762,,
8825,Orange,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",19525,,
8826,Orange,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",25158,,
8827,Orange,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",19506,,
8828,Orange,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8586,,
8829,Orange,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",18157,,
8830,Orange,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3867,,
8831,Orange,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8542,,
8832,Orange,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",9988,,
8833,Orange,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",693,,
8834,Orange,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2098,,
8835,Orange,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32715,,
8836,Orange,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,31817,,
8837,Orange,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2325,,
8838,Orange,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2651,,
8839,Orange,2022,18,INFECTIOUS & PARASITIC DISEASES,23930,,
8840,Orange,2022,19,MENTAL DISEASES & DISORDERS,11073,,
8841,Orange,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4259,,
8842,Orange,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3125,,
8843,Orange,2022,22,BURNS,228,,
8844,Orange,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1819,,
8845,Orange,2022,24,MULTIPLE SIGNFICANT TRAUMA,793,,
8846,Orange,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,145,,
8847,Orange,2023,0,PRE-MDC,5,,
8848,Orange,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",18127,,
8849,Orange,2023,2,"EYE, DISEASES & DISORDERS",385,,
8850,Orange,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",2092,,
8851,Orange,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",18912,,
8852,Orange,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27465,,
8853,Orange,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",20441,,
8854,Orange,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8830,,
8855,Orange,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",19335,,
8856,Orange,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4669,,
8857,Orange,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",9370,,
8858,Orange,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",11336,,
8859,Orange,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",725,,
8860,Orange,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2141,,
8861,Orange,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32001,,
8862,Orange,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,31048,,
8863,Orange,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2445,,
8864,Orange,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2712,,
8865,Orange,2023,18,INFECTIOUS & PARASITIC DISEASES,27283,,
8866,Orange,2023,19,MENTAL DISEASES & DISORDERS,14504,,
8867,Orange,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4549,,
8868,Orange,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3459,,
8869,Orange,2023,22,BURNS,292,,
8870,Orange,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2188,,
8871,Orange,2023,24,MULTIPLE SIGNFICANT TRAUMA,933,,
8872,Orange,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,214,,
8873,Out of State/Homeless,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4893,,
8874,Out of State/Homeless,2012,2,"EYE, DISEASES & DISORDERS",154,,
8875,Out of State/Homeless,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",843,,
8876,Out of State/Homeless,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4451,,
8877,Out of State/Homeless,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6953,,
8878,Out of State/Homeless,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",5392,,
8879,Out of State/Homeless,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2244,,
8880,Out of State/Homeless,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5958,,
8881,Out of State/Homeless,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2536,,
8882,Out of State/Homeless,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1776,,
8883,Out of State/Homeless,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2019,,
8884,Out of State/Homeless,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",333,,
8885,Out of State/Homeless,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",473,,
8886,Out of State/Homeless,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",3214,,
8887,Out of State/Homeless,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2849,,
8888,Out of State/Homeless,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",568,,
8889,Out of State/Homeless,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,565,,
8890,Out of State/Homeless,2012,18,INFECTIOUS & PARASITIC DISEASES,2377,,
8891,Out of State/Homeless,2012,19,MENTAL DISEASES & DISORDERS,13674,,
8892,Out of State/Homeless,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4485,,
8893,Out of State/Homeless,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1392,,
8894,Out of State/Homeless,2012,22,BURNS,137,,
8895,Out of State/Homeless,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1232,,
8896,Out of State/Homeless,2012,24,MULTIPLE SIGNFICANT TRAUMA,367,,
8897,Out of State/Homeless,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,194,,
8898,Out of State/Homeless,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4765,,
8899,Out of State/Homeless,2013,2,"EYE, DISEASES & DISORDERS",142,,
8900,Out of State/Homeless,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",831,,
8901,Out of State/Homeless,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4439,,
8902,Out of State/Homeless,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",7023,,
8903,Out of State/Homeless,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",5103,,
8904,Out of State/Homeless,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2163,,
8905,Out of State/Homeless,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5630,,
8906,Out of State/Homeless,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2340,,
8907,Out of State/Homeless,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1844,,
8908,Out of State/Homeless,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2076,,
8909,Out of State/Homeless,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",317,,
8910,Out of State/Homeless,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",431,,
8911,Out of State/Homeless,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2919,,
8912,Out of State/Homeless,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2749,,
8913,Out of State/Homeless,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",537,,
8914,Out of State/Homeless,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,574,,
8915,Out of State/Homeless,2013,18,INFECTIOUS & PARASITIC DISEASES,2657,,
8916,Out of State/Homeless,2013,19,MENTAL DISEASES & DISORDERS,14740,,
8917,Out of State/Homeless,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4312,,
8918,Out of State/Homeless,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1426,,
8919,Out of State/Homeless,2013,22,BURNS,152,,
8920,Out of State/Homeless,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1292,,
8921,Out of State/Homeless,2013,24,MULTIPLE SIGNFICANT TRAUMA,364,,
8922,Out of State/Homeless,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,197,,
8923,Out of State/Homeless,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",4852,,
8924,Out of State/Homeless,2014,2,"EYE, DISEASES & DISORDERS",114,,
8925,Out of State/Homeless,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",780,,
8926,Out of State/Homeless,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4227,,
8927,Out of State/Homeless,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6673,,
8928,Out of State/Homeless,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",5001,,
8929,Out of State/Homeless,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2126,,
8930,Out of State/Homeless,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5599,,
8931,Out of State/Homeless,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2279,,
8932,Out of State/Homeless,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1841,,
8933,Out of State/Homeless,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2083,,
8934,Out of State/Homeless,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",271,,
8935,Out of State/Homeless,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",427,,
8936,Out of State/Homeless,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",3305,,
8937,Out of State/Homeless,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,3128,,
8938,Out of State/Homeless,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",533,,
8939,Out of State/Homeless,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,550,,
8940,Out of State/Homeless,2014,18,INFECTIOUS & PARASITIC DISEASES,3232,,
8941,Out of State/Homeless,2014,19,MENTAL DISEASES & DISORDERS,16121,,
8942,Out of State/Homeless,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4196,,
8943,Out of State/Homeless,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1322,,
8944,Out of State/Homeless,2014,22,BURNS,144,,
8945,Out of State/Homeless,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1286,,
8946,Out of State/Homeless,2014,24,MULTIPLE SIGNFICANT TRAUMA,381,,
8947,Out of State/Homeless,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,165,,
8948,Out of State/Homeless,2015,0,UNGROUPABLE,12,,
8949,Out of State/Homeless,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",5127,,
8950,Out of State/Homeless,2015,2,"EYE, DISEASES & DISORDERS",147,,
8951,Out of State/Homeless,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",846,,
8952,Out of State/Homeless,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4564,,
8953,Out of State/Homeless,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",7264,,
8954,Out of State/Homeless,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",5133,,
8955,Out of State/Homeless,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2199,,
8956,Out of State/Homeless,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5886,,
8957,Out of State/Homeless,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2531,,
8958,Out of State/Homeless,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2099,,
8959,Out of State/Homeless,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2247,,
8960,Out of State/Homeless,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",314,,
8961,Out of State/Homeless,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",425,,
8962,Out of State/Homeless,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",3287,,
